id	sentence1	sentence2	is_duplicate
20433	On March 19 , 2007 , the departments Haukåsen and Østmarka joined , forming one acute department for the psychiatric health at St. Olav 's University Hospital .	On March 19 , 2007 , the departments Haukåsen and Østmarka joined , forming one psychiatric department for the acute health at St. Olav 's University Hospital .	0
20434	Form : Pondberry occurs in erect thickets with dense or ascending shoots up to 2 m tall and few branches ; stems are connected underground by stolons .	Form : Pondberry occurs in dense thickets with erect or ascending shoots up to 2 m tall and few branches ; stems are connected underground by stolons .	0
20435	12th century ) and Shah Abdul Latif Bhitai in Khyber Pakhtunkhwa Province and Rehman Baba in Bhit , Sindh .	12th century ) and Shah Abdul Latif Bhitai in Bhit , Sindh and Rehman Baba in Khyber Pakhtunkhwa Province .	0
20436	His name was listed in the 19th position on the CiteSeer search engine academic database and digital library .	His name was listed in the 19th position on the CiteSeer search engine digital database and academic library .	0
20437	In March -- April 2013 Edith Piaf played the role of `` Alberto '' in Pam Gem 's PIAF , at Leicester 's Curve Theatre directed by Paul Kerrison .	In March -- April 2013 Alberto played the role of `` Edith Piaf '' in Pam Gem 's PIAF , at Leicester 's Curve Theatre directed by Paul Kerrison .	0
20438	Each hoplite bore the scarlet emblem and a Spartan uniform .	Each hoplite bore the Spartan emblem and a scarlet uniform .	0
20439	It honours threatened by habitat loss.The name is the ornithologist Louis Mandelli .	It is threatened by habitat loss.The name honours the ornithologist Louis Mandelli .	0
20440	The aircraft was chartered to fly scheduled flight from Jinnah International Airport , Karachi to Bhit Shah Oil Fields to convey 17 employees .	The aircraft was scheduled to fly chartered flight from Jinnah International Airport , Karachi to Bhit Shah Oil Fields to convey 17 employees	0
20441	Belfast -- Dublin corridor .	Dublin -- Belfast corridor	0
20442	It was worn on the left chest by the 2nd class , on the right chest by the 1st class .	It was worn on the left chest by the 1st class , on the right chest by the 2nd class .	0
20443	The supporting cast includes Dom DeLuise , Madeline Kahn , and Harvey Korman , as well as Brooks regulars Slim Pickens , Alex Karras , and David Huddleston .	The supporting cast includes Slim Pickens , Alex Karras , and David Huddleston , as well as Brooks regulars Dom DeLuise , Madeline Kahn , and Harvey Korman .	0
20444	They receive their results and Eric 's results come back negative whilst Val 's are positive .	They receive their results and Eric 's results come back positive whilst Val 's are negative .	0
20445	It was supported by the single `` Stand by Me '' , which peaked at number 20 in the US , and 30 in the UK .	It was supported by the single `` Stand by Me '' , which peaked at number 20 in the UK , and 30 in the US .	0
20446	In above method , VA for first part is 300 % more than in second part and still company is charging same margin .	In same method , VA for second part is 300 % more than in first part and still company is charging above margin .	0
20447	Petr Korda defeated Olivier Delaître/Jeff Tarango/Cyril Suk 4 -- 6 , 6 -- 2 , 6 -- 2 .	Olivier Delaître/Jeff Tarango defeated Petr Korda/Cyril Suk 4 -- 6 , 6 -- 2 , 6 -- 2	0
20448	On 15 August 2012 , he was appointed as new manager of the United Arab Emirates ' national senior team .	On 15 August 2012 , he was appointed as new manager of the United Arab Emirates ' senior team national team .	0
20449	And later to the Pakistan armed forces-due to which it is also known as `` City of Soldiers '' or `` Land of Martyrs and Warriors '' .	And also to the Pakistan armed forces-due to which it is later known as `` City of Soldiers '' or `` Land of Martyrs and Warriors '' .	0
20450	Coprinopsis radiata ( formerly `` Coprinus radiatus '' ) is a coprophilous fungus that grows on herbivore dung . It is heterothallic .	Coprinopsis radiata ( formerly `` Coprinus radiatus '' ) is a heterothallic fungus that grows on herbivore dung . It is coprophilous .	0
20451	This posits that the nature of the world or of human beings underlies the standards of morality or constructs them .	This posits that the nature of the world or of human beings constructs the standards of morality or underlies them .	0
20452	Of the possible 12 or 13 new ( or full ) moons each year , usually three or four may be classified as supermoons , as commonly defined .	Of the possible 12 or 13 full ( or new ) moons each year , usually three or four may be classified as supermoons , as commonly defined .	1
20453	Each team runs their side of the river and lines the kite into flight .	Each team lines their side of the river and runs the kite into flight .	0
20454	Ebira are like crab-red enemies ( the word `` ebi '' is a Japanese term for shellfish ) that relentlessly chase Flappy both horizontally and vertically .	Ebira are red crab-like enemies ( the word `` ebi '' is a Japanese term for shellfish ) that relentlessly chase Flappy both horizontally and vertically .	0
20455	The company 's training products , including instructor-led training and ScriptingAnswers.com-branded self-based training , are consolidated into a single training Web site .	The company 's training products , including instructor-based training and ScriptingAnswers.com-branded self-led training , are consolidated into a single training Web site .	0
20456	The vessels were originally completed as minelayers , but the Navy ordered six of them designed as minesweepers .	The vessels were originally designed as minelayers , but the Navy ordered six of them completed as minesweepers .	0
20457	Another innovative and powerful 8-bit microprocessor was the Signetics 2650 , which enjoyed a brief surge of interest due to its early instruction set architecture .	Another early 8-bit microprocessor was the Signetics 2650 , which enjoyed a brief surge of interest due to its innovative and powerful instruction set architecture .	0
20458	Lake Erie College fields 17 varsity sports teams at the Division II level and joined the GMAC prior to the start of the 2017-18 academic year .	GMAC fields 17 varsity sports teams at the Division II level and joined the Lake Erie College prior to the start of the 2017-18 academic year .	0
20459	He entered Caversham District School and on 12 August , 1881 , left Dunedin aboard the `` Penguin '' arriving in Wellington , where he attended Wellington College .	He attended Caversham District School and on 12 August 1881 left Dunedin aboard the `` Penguin '' arriving in Wellington where he entered Wellington College .	0
20460	The D12 is a version of Nissan/Datsun 's D-series overhead-four engine . Also an inline valve design , it produces at 4800 rpm .	The D12 is a version of Nissan/Datsun 's D-series inline-four engine . Also an overhead valve design , it produces at 4800 rpm .	0
20461	Early 1982 he was Mayor candidate of Rotterdam , but minister Bram Peper preferred the 42-year-old Ed van Thijn .	Early 1982 he was candidate Mayor of Rotterdam , but minister Ed van Thijn preferred the 42-year-old Bram Peper .	0
20462	Wahl played minor hockey with the California Wave , and caught the attention of WHL scouts while playing in tournaments in Vancouver , Kamloops and Medicine Hat .	Wahl played minor hockey with the California Wave , and caught the attention of WHL scouts while playing in tournaments in Medicine Hat , Kamloops and Vancouver .	1
20463	Inimey Nangathan ( English : Hereafter We Are ) , is a 2007 Indian animated-language Tamil children 's film directed by Venkybabu .	Inimey Nangathan ( English : Hereafter We Are ) is a 2007 Tamil-language Indian animated children 's film directed by Venkybabu .	1
20464	Therefore , her humoral immune system will not make current or subsequent antibodies and will not attack the Rh antigens of the anti-Rh babies .	Therefore , her humoral immune system will not make anti-Rh antibodies , and will not attack the Rh antigens of the current or subsequent babies .	0
20465	`` Director : Gerry Mill/Writers : Lee Goldberg & William Rabkin ''	`` Director : Gerry Mill/Writers : William Rabkin & Lee Goldberg . ''	1
20466	Bedforms are generated by natural sediment transport in the aeolian-surface environment . Ripples and dunes form as a terrestrial near self-organizing response to sediment transport .	Bedforms are generated by aeolian sediment transport in the terrestrial near-surface environment . Ripples and dunes form as a natural self-organizing response to sediment transport .	0
20467	In five-dimensional geometry , a truncated 5-cube is a convex uniform 5-polytope , being a truncation of the regular 5-cube .	In five-dimensional geometry , a convex 5-cube is a truncated uniform 5-polytope , being a truncation of the regular 5-cube .	0
20468	Backdrivable drives are not typically Cycloidal , although some commercially produced drives can be backdriven .	Cycloidal drives are not typically backdrivable , although some commercially produced drives can be backdriven .	0
20469	Each band in a phylogenetic location on the gel represents a different phylotype ( one different sequence of a unique marker gene ) .	Each band in a different location on the gel represents a different phylotype ( one unique sequence of a phylogenetic marker gene ) .	0
20470	Albrecht 's brother , Lucas Cranach , was also a painter and printmaker in woodcut and engraving , and a pupil of Erhard Altdorfer the Elder .	Albrecht 's brother , Erhard Altdorfer , was also a painter and printmaker in woodcut and engraving , and a pupil of Lucas Cranach the Elder .	0
20471	The symmetry of this positive definite product follows from the symmetry of `` K '' and the non-degeneracy follows from the fact that `` K '' is inner .	The symmetry of this inner product follows from the symmetry of `` K '' and the non-degeneracy follows from the fact that `` K '' is positive definite .	0
20472	The first inhabitants were nearly entirely of Ulster Scottish origins ; their surnames included Wilson , Fulton , Lewis , O'Brien , Starratt or Starrit , and Creelman .	The first inhabitants were nearly entirely of Ulster Scottish origins ; their surnames included Creelman , Fulton , Lewis , O'Brien , Starratt or Starrit , and Wilson .	1
20473	Where formula 26 is the expectation over all distributions formula 27 , except formula 21 . Thus , if we set formula 21 to be maximized , the bound formula 9 is formula 22 .	Where formula _ 26 is the expectation over all distributions formula _ 27 except formula _ 21 . Thus , if we set formula _ 21 to be formula _ 22 , the bound formula _ 9 is maximized .	0
20474	From the 1965 to 1970s was a journalist , who left Greece for Canada via US and then landed in Canada in 1965 .	From the 1965 to 1970s was a journalist , who left Greece for US via Canada and then landed in Canada in 1965 .	0
20475	The outlets of the inner fjords have a character more akin to inlets , with only the southernmost arms such as Long Sound resembling fjords .	The outlets of the southernmost fjords have a character more akin to inlets , with only the inner arms such as Long Sound resembling fjords .	0
20476	When there is no special server program , Unix shell executes the fish command as a comment and ignores the equivalent shell command ( s ) .	When there is no special server program , Unix shell ignores the fish command as a comment and executes the equivalent shell command ( s ) .	0
20477	Ashman was married to Elizabeth , who died in December , 1908 . Their children were Mrs. Jesse W. Dutton and Bart Ashman .	Elizabeth was married to Jesse W. Dutton and Bart Ashman , who died in December , 1908 . Their children were Mrs. Ashman .	0
20478	Atlanta 's Scott Proctor hit a ground ball to third base which was fielded cleanly by Pedro Alvarez .	Atlanta 's Pedro Alvarez hit a ground ball to third base which was fielded cleanly by Scott Proctor .	0
20479	For Prashnam , 108 shells of `` Monetaria moneta '' are rotated a number of times and the blessings of God and one 's Guru are invoked .	For Prashnam , 108 shells of `` Monetaria moneta '' are invoked a number of times and the blessings of God and one 's Guru are rotated .	0
20480	The epitympanic recess is a hollow located on the superior/roof aspect of the middle ear .	The hollow recess is a epitympanic located on the middle/roof aspect of the superior ear .	0
20481	Michael W. `` Mike '' Shapiro is an American computer programmer who worked in operating systems and storage at EMC , Oracle , and Sun Microsystems .	Michael W. `` Mike '' Shapiro is an American computer programmer who worked in operating systems and storage at Sun Microsystems , Oracle , and EMC .	1
20482	She also was a foreign service officer and an aid contractor , gaining first hand experience of the mishandling of America 's public policy .	She also was a public service officer and an aid contractor , gaining first hand experience of the mishandling of America 's foreign policy .	0
20483	If the fractures are unlikely to be reduced by closed means , open reduction with internal plate fixation is preferred .	If the fractures are unlikely to be reduced by internal means , open reduction with closed plate fixation is preferred .	0
20484	Despite Horatio 's initial reluctance to meet them , he found Fanny to be an enduring friend , and Nelson to be a dutiful and caring son .	Despite Nelson 's initial reluctance to meet them , he found Fanny to be an enduring friend , and Horatio to be a dutiful and caring son .	0
20485	The bird 's underside is whitish , indistinctly streaked with pale yellowish , and with slightly more yellowish undertail-coverts .	The bird 's underside is yellowish , slightly streaked with whitish , and with indistinctly more pale yellowish undertail-coverts .	0
20486	While the Báb purchased several slaves , Bahá'u'lláh acquired his through inheritance and freed them .	While the Báb acquired several slaves , Bahá'u'lláh purchased his through inheritance and freed them .	0
20487	The climate is generally low with dry rain fall . During winter ( November-February ) , the night temperature may come down to 18 degrees C .	The climate is generally dry with low rain fall . During winter ( November-February ) , the night temperature may come down to 18 degrees C .	0
20488	The band also played with The Dillinger Escape Plan in October , playing their second-last Sydney show on their final Australian tour .	The band also played with The Dillinger Escape Plan in October , playing their final Australian-second Sydney show on their last tour .	0
20489	Förster 's sons , Heinrich and Emil , were also architects .	Heinrich 's sons , Förster and Emil , were also architects .	0
20490	Guerriero stepped down as in May 2001 to accept the position of deputy chief of staff with acting Governor Jane M. Swift 's administration .	Jane M. Swift stepped down as in May 2001 to accept the position of deputy chief of staff with acting Governor Guerriero 's administration .	0
20491	The tail is about as long as the head-and-body length ; it is clad by small scales and ringed with sparse short bristles .	The tail is about as long as the head-and-body length ; it is ringed by small scales and clad with sparse short bristles .	0
20492	Conical in shape , the tower is approximately in diameter at the base , decreasing to at the top , with walls almost thick .	Conical in shape , the tower is almost in diameter at the base , decreasing to at the top , with walls approximately thick .	1
20493	The oceanographic-time data it provides , is used in climate and real research .	The real-time data it provides is used in climate and oceanographic research .	0
20494	It was like , 'Just roll me at it and let those cameras ' .	It was like , 'Just let me at it and roll those cameras ' .	0
20495	Westmoreland favored Vang Pao 's fighting a holding action while awaiting a ceasefire .	Westmoreland favored Vang Pao 's awaiting a fighting action while holding a ceasefire .	0
20496	We take only the case where formula _ 10 and formula _ 6 are commensurate , for simplicity we consider formula _ 24 .	We consider only the case where formula _ 10 and formula _ 6 are commensurate , for simplicity we take formula _ 24 .	1
20497	Kuiper is now a farmer at Grabouw , near Elgin in the Western Cape for over 20 years . His farm grows apples and pears and rears chickens .	Kuiper is now a farmer at Elgin , near Grabouw in the Western Cape for over 20 years . His farm grows apples and pears and rears chickens .	0
20498	Differently from regular * . SYS drivers , the boot loader interrupts BIOS uses to access the boot disk .	Differently from regular * . SYS drivers , the boot loader uses BIOS interrupts to access the boot disk .	0
20499	Leon Township is a township in Goodhue County , Minnesota , United States .	Goodhue County , Minnesota , United States is a township in Leon Township .	0
20500	This forced them to adapt to American-style , single family farms and to live amongst their non-Mennonite neighbors .	This forced them to adapt to non-Mennonite-style , single family farms and to live amongst their American neighbors .	0
20501	Switzerland , much known by European tourists and regard it as Nkhata Bay of Malawi due to its mild to moist weather pattern coupled with hilly topographical stratum .	Nkhata Bay much known by European tourists and regard it as Switzerland of Malawi due to its mild to moist weather pattern coupled with hilly topographical stratum .	0
20502	We really knew we had something when Gerry Dattilio caught a short pass from Sonny Wade and ran right past Larry Highbaugh for a big gain .	We really knew we had something when Gerry Dattilio caught a short pass from Larry Highbaugh and ran right past Sonny Wade for a big gain .	0
20503	Many subspecies have darker , often brownish , streaks , and paler underparts or limbs .	Many subspecies have paler , often brownish , streaks , and darker underparts or limbs .	0
20504	The school arms are : Argent masoned gules , a tower triple-turreted within a bordure of the second charged with eight martlets of the first .	The school arms are : Argent masoned gules , a tower triple-turreted within a bordure of the first charged with eight martlets of the second .	0
20505	Herta qualified for the final race in 15th place and worked his way up to eleventh place .	Herta qualified for the final race in eleventh place and worked his way up to 15th place .	0
20506	DEMEC 's membership is composed of nine electric municipal departments in Delaware .	DEMEC 's membership is composed of nine municipal electric departments in Delaware :	1
20507	Gloria was often caught in the middle of arguments between her liberal husband Michael and her conservative father , Archie .	Gloria was often caught in the middle of arguments between her liberal husband Archie and her conservative father , Michael .	0
20508	Those single bays are set with three middle windows in a larger recessed area .	Those middle bays are set with three single windows in a larger recessed area .	0
20509	While the bulk of the Gospel lectionary is in the Upper Rhenish style , the frontispiece is distinctly un-Italian ; it was once attributed to a Paduan artist .	While the bulk of the Gospel lectionary is in the Paduan style , the frontispiece is distinctly un-Italian ; it was once attributed to an Upper Rhenish artist .	0
20510	Świebodzin is a town in Poland ( west Lubusz Voivodeship ) .	Świebodzin is a town in Lubusz Voivodeship ( west Poland ) .	0
20511	Rookie Larry Hughes started Game 3 in place of the injured Daniel Gibson but scored a series-low 2 points on 1-10 shooting .	Rookie Daniel Gibson started Game 3 in place of the injured Larry Hughes but scored a series-low 2 points on 1-10 shooting .	0
20512	Trumbull County is part of the Youngstown-Warren-Boardman , OH-PA Metropolitan Statistical Area .	PA is part of the Youngstown-Warren-Boardman , OH-Trumbull County Metropolitan Statistical Area .	0
20513	According to a September 2000 USAF study , over 90 % of Lebanon 's water is shared with neighboring Syria , Israel , Iraq , Turkey , and Jordan .	According to a September 2000 USAF study , over 90 % of Syria 's water is shared with neighboring Iraq , Turkey , Israel , Lebanon , and Jordan .	0
20514	Named after him in Québec are : rue Borne ( named in 1955 ) , centre Lucien-Borne and parc Lucien-Borne ( named in 1991 ) .	Named after him in Québec are : rue Borne ( Borne in 1955 ) , centre Lucien-named and parc Lucien-Borne ( named in 1991 ) .	0
20515	The news conference was covered by Fox , CTV , Reuters , the `` Wall Street Journal '' and other U.S. and Canadian media outlets .	The news conference was covered by Reuters , CTV , Fox , the `` Wall Street Journal '' and other U.S. and Canadian media outlets .	1
20516	On March 31 , Michel Drucker 's `` Vivement Dimanche '' featured a performance of Bocelli singing `` La vie en rose '' .	On March 31 , Bocelli 's `` Vivement Dimanche '' featured a performance of Michel Drucker singing `` La vie en rose '' .	0
20517	Wu apparently restated some ideas of Marxist scholar Samuel Huntington and through him Rong Jian .	Wu apparently restated some ideas of Marxist scholar Rong Jian and through him Samuel Huntington .	0
20518	The end theme song is `` Alchemy of Love '' , performed by Franke and written by Nina Hagen , with Rick Jude on backing vocals .	The end theme song is `` Alchemy of Love '' , written by Franke and performed by Nina Hagen , with Rick Jude on backing vocals .	0
20519	Heritage Iron makes all brands , all features , and all models of muscle tractors from the 1960s to mid 1980 's including the equipment that the tractors used .	Heritage Iron features all brands , all makes , and all models of muscle tractors from the 1960s to mid 1980 's including the equipment that the tractors used .	0
20520	Prosodical-language Basque-speakers with Spanish as their second language tend to carry the first patterns of Spanish into their pronunciation of Basque , e.g .	Second-language Basque-speakers ) with Spanish as their first language tend to carry the prosodical patterns of Spanish into their pronunciation of Basque , e.g .	0
20521	The species `` C. kachhensis '' is found in Pakistan ( Sindh , Balochistan ) , adjacent India ( Kachchh , Gujarat ) , and Iran .	The species `` C. kachhensis '' is found in Kachchh , Gujarat ( Sindh , Balochistan ) , adjacent India ( Pakistan ) , and Iran .	0
20522	The first single `` Another World '' became Gackt 's first to reach the top two on the charts .	The first `` Another World '' became Gackt 's first single to reach the top two on the charts .	0
20523	Gibson County , Indiana is the largest town and second largest community in Oakland City after Princeton and ahead of the county 's other city , Fort Branch .	Fort Branch is the largest town and second largest community in Gibson County , Indiana after Princeton and ahead of the county 's other city , Oakland City .	0
20524	Elisabeth Albertine 's paternal great-great grandmother was Agnes of Barby-Mühlingen ; this give to Henry some blood ties to the extinct House of Barby .	Elisabeth Albertine 's great-paternal great grandmother was Agnes of Barby-Mühlingen ; this give to Henry some blood ties to the extinct House of Barby .	0
20525	The free pedometer is intended to be used to help players keep track of their physical fitness and can be updated through their Nintendo DS .	The free pedometer is intended to be updated to help players keep track of their physical fitness and can be used through their Nintendo DS .	0
20526	Similarly , the minor hexatonic scale is made from a minor scale and removing the sixth note , e.g. , C D E F G B C .	Similarly , the minor scale is made from a sixth scale and removing the minor hexatonic note , e.g. , C D E F G B C .	0
20527	In Mexico , it is known as or , meaning ( among other things ) `` furious '' or `` agitated '' .	In Mexico , it is known as or , meaning ( among other things ) `` agitated '' or `` furious '' .	1
20528	Torpedo bulges were also added ; in all , displacement rose to over 13,000 tons , and speed dropped to .	Torpedo bulges were also added ; in all , displacement dropped to over 13,000 tons , and speed rose to .	0
20529	In the tribe Notiphilini the head is reduced to a cephalic skeleton , there are no anterior spiracles and the posterior spiracles are extended as spines .	In the tribe Notiphilini the head is extended to a posterior skeleton , there are no cephalic spiracles and the anterior spiracles are reduced as spines .	0
20530	Goidhoo ( Dhivehi : ގޮއިދޫ ) is one of the inhabited islands of the Maldives administrative division and geographically part of the Miladhummadulhu Atoll in the Shaviyani Atoll .	Goidhoo ( Dhivehi : ގޮއިދޫ ) is one of the inhabited islands of the Shaviyani Atoll administrative division and geographically part of the Miladhummadulhu Atoll in the Maldives .	0
20531	If a private contract be made by which a less sum is to be accepted , it will not bind the successor of the contracting vicar .	If a private contract be accepted by which a less sum is to be made , it will not bind the successor of the contracting vicar .	0
20532	He narrated a Christian documentary on the life of Padre Pio . He also narrated the popular short documentary , `` 7 Signs of Christ 's Return '' .	He narrated a popular short documentary on the life of Padre Pio . He also narrated the Christian documentary , `` 7 Signs of Christ 's Return '' .	0
20533	The other one being the already collapsed American built trussed bridge in Banggulo , Marawi City .	The other one being the already trussed American built collapsed bridge in Banggulo , Marawi City .	0
20534	Potential hosts include feral birds and domesticated poultry as well as cattle , pigs , sheep and horses .	Potential hosts include domesticated birds and feral poultry as well as cattle , pigs , sheep and horses .	0
20535	His company runs a robust internship program , which has hosted many student interns from the UK and the US .	His company runs a robust internship program , which has hosted many student interns from the US and the UK .	1
20536	The term is being used in Serbia to denote Pannonian portion of the Hungarian plain .	The term is being used in Serbia to denote Hungarian portion of the Pannonian plain .	0
20537	President Ayub delegated the civic affairs to General Musa Khan when heading the military government .	President Ayub delegated the military affairs to General Musa Khan when heading the civic government .	0
20538	The truth of the rule of transposition is dependent upon the relations of sufficient condition and necessary condition in logic .	The truth of the rule of transposition is dependent upon the relations of necessary condition and sufficient condition in logic .	1
20539	Northern Ireland has a similar pattern of'separate 'equality legislation .	Northern Ireland has a separate pattern of'similar 'equality legislation .	0
20540	Asagishi Station has a single side platform serving traffic in both directions . The station is unstaffed .	Asagishi Station is a single side platform serving traffic in both directions . The station has unstaffed .	1
20541	Where formula _ 2 and formula _ 3 . If formula _ 4 the equation reduces to a Bernoulli equation , while if formula _ 5 the equation becomes a first order linear ordinary differential equation .	Where formula _ 2 and formula _ 3 . If formula _ 5 the equation reduces to a Bernoulli equation , while if formula _ 4 the equation becomes a linear ordinary differential order first equation .	0
20542	`` common philosophical bonds uniting the anarchism and isolationism of the Old Right , and the instinctive pacifistic anarchism characterizing the New Left in the middle sixties . ''	`` instinctive pacifistic bonds uniting the anarchism and isolationism of the Old Right , and the common philosophical anarchism characterizing the New Left in the middle sixties . ''	0
20543	It is halophilic , aerobic , catalase-positive , oxidase-negative and Gram-positive .	It is positive , catalase-halophilic , aerobic , oxidase-negative and Gram-positive .	0
20544	Barczewo Castle was a castle in Barczewo , Olsztyn County , Warmian-Masurian Voivodeship , Poland . No traces of the castle remain .	Barczewo Castle was a castle in Poland , Warmian-Masurian Voivodeship , Barczewo , Olsztyn County . No traces of the castle remain .	1
20545	The SEC ( 2010 ) . Examining the impact of Conference Board guidance changes on CEO succession planning .	The Conference Board ( 2010 ) . Examining the impact of SEC guidance changes on CEO succession planning	0
20546	The Franco-Mauritian ethnic minority group tends to dominate the game , as rugby is a much less popular sport amongst the Indo-Mauritian majority .	The Franco-Mauritian minority group tends to dominate the game , as rugby is a much less popular sport amongst the Indo-Mauritian ethnic majority .	0
20547	The last Moonlight Echigo service operated in May 2014 , with the service excluded entirely from the subsequent summer schedule in 2014 and 2015 .	The subsequent Moonlight Echigo service operated in May 2014 , with the service excluded entirely from the last summer schedule in 2014 and 2015 .	0
20548	A great Masnavi writer in Urdu was Allama Dr. Mir Baber Ali Anees `` Gauhar Lucknavi '' ( great grand Son of Syed Ali Imam Zaidi ) .	A great Masnavi writer in Urdu was Allama Dr. Syed Ali Imam Zaidi `` Gauhar Lucknavi '' ( great grand Son of Mir Baber Ali Anees ) .	0
20549	In 2018 , Lee starred in the Japanese adaption of the Korean drama `` Mother '' , playing the titular character .	In 2018 , Lee starred in the Korean adaption of the Japanese drama `` Mother '' , playing the titular character .	0
20550	He is now in charge of Deepwater along with Yoona , Bren , Gret , Lis and Zak , all of them descendants of colonists of the Solar System .	He is now in charge of Deepwater along with Zak , Bren , Gret , Lis and Yoona , all of them descendants of colonists of the Solar System .	1
20551	Recorded in 1995 . Released at DML Studios . The tape cover featured a photo of girls from a Guess Jeans ad .	Released in 1995 . Recorded at DML Studios . The tape cover featured a photo of girls from a Guess Jeans ad .	0
20552	In its fourth season under head coach Peahead Walker , the team compiled a 4 -- 5 record and finished in seventh place in the Southern Conference .	In its seventh season under head coach Peahead Walker , the team compiled a 4 -- 5 record and finished in fourth place in the Southern Conference .	0
20553	The Center positively cooperates with international partners , changes places with delegations of schoolchildren , and pursues foreign projects .	The Center positively cooperates with foreign partners , changes places with delegations of schoolchildren , and pursues international projects .	0
20554	Coleman collaborated with Mike King ( aka iCON the Mic King/MiC K ! NG ) under the name Robots with Hearts .	Mike King collaborated with Coleman ( aka iCON the Mic King/MiC K ! NG ) under the name Robots with Hearts .	0
20555	Cape cobras vary widely in colouration , from yellow through golden brown to dark brown and even black .	Cape cobras vary widely in colouration , from black through golden brown to dark brown and even yellow .	0
20556	To diagnose the condition , it is important to first manage it , describing the type of tooth surface loss , its severity and location .	To manage the condition , it is important to first diagnose it , describing the type of tooth surface loss , its severity and location .	0
20557	This is a list of Intamin amusement rides . Some were supplied by , but not manufactured by , Intamin .	This is a list of Intamin amusement rides . Some were manufactured by , but not supplied by , Intamin .	0
20558	Manifolds are also commonly required to be countable-second .	Manifolds are also commonly required to be second-countable .	1
20559	Monophyly for Diplomystidae is well supported by synapomorphies of the vomerine and papillose shapes , cranial articulation of the hyomandibula , and heavily palatine skin .	Monophyly for Diplomystidae is well supported by synapomorphies of the vomerine and palatine shapes , cranial articulation of the hyomandibula , and heavily papillose skin .	0
20560	Jack Mildren 's single-season record for yards rushing by a quarterback of 1140 would be broken three seasons later by Freddie Solomon .	Freddie Solomon 's single-season record for yards rushing by a quarterback of 1140 would be broken three seasons later by Jack Mildren .	0
20561	Comparing it to the Republic of Ireland , GDP per capita ranges from €20,100 in Dublin to €57,200 in Irish Midlands .	Comparing it to the Republic of Ireland , GDP per capita ranges from €20,100 in Irish Midlands to €57,200 in Dublin	0
20562	This church was built by John O'Brien and consecrated by Monsignor Hayes in 1864 .	This church was built by Monsignor Hayes and consecrated by John O'Brien in 1864 .	0
20563	Zerodur has both an vitreous ( amorphous ) component and a crystalline component . Its most important properties are :	Zerodur has both an amorphous ( vitreous ) component and a crystalline component . Its most important properties are :	1
20564	There are 6 basic tetrachords , named sometimes according to their tonic note and sometimes according to the tetrachord 's most distinctive note :	There are 6 distinctive tetrachords , named sometimes according to their tonic note and sometimes according to the tetrachord 's most basic note :	0
20565	Primodos was produced by Schering AG , a German company taken over by Bayer AG in 2006 .	Primodos was produced by Bayer AG , a German company taken over by Schering AG in 2006 .	0
20566	This operates as an agency securing work , for artists based in Ireland who work across Belfast .	This operates as an agency securing work for artists based in Belfast who work across Ireland .	0
20567	1 . Stay in well-screened or air-conditioned areas .	1 . Stay in well-conditioned or air-screened areas .	0
20568	Arsen , age 21 , competed at the 2008 Summer Olympics . He was eliminated in his second match , coming in tenth place .	Arsen , age 21 , competed at the 2008 Summer Olympics . He was eliminated in his tenth match , coming in second place .	0
20569	And obtain the gradient of the energy over distance to compute the force `` F '' .	And compute the gradient of the energy over distance to obtain the force `` F '' .	0
20570	In QS World University Rankings , based on English speaking publications , the university is ranked 3rd in France and 101st-150th world-wide .	In 150th QS World-wide University Rankings , based on English speaking publications , the university is ranked 3rd in France and 101st in the world	0
20571	Helen Whitney 's images were included in Richards 's 2007 PBS , `` Frontline '' documentary entitled `` The Mormons '' .	Richards 's images were included in Helen Whitney 's 2007 PBS `` Frontline '' documentary entitled `` The Mormons '' .	0
20572	However , Isabella catches Meg trying to free Gisborne , sentencing both to execution .	However , Meg catches Isabella trying to free Gisborne , sentencing both to execution .	0
20573	The green dome is made of fixed mosaic tiles from Italy , and the lower roof tiles are from Belgium .	The mosaic dome is made of fixed green tiles from Belgium , and the lower roof tiles are from Italy .	0
20574	Afognak was located on the southwestern shore of Afognak Island in Kodiak Island Borough , Alaska , United States . It is located three miles north of Kodiak Island .	Afognak was located on the southwestern shore of Kodiak Island in Kodiak Island Borough , Alaska , United States . It is located three miles north of Afognak Island .	0
20575	Hans Zehrer was foreign editor from 1925 to 1931 , and then editor-in-chief .	Hans Zehrer was chief editor from 1925 to 1931 , and then editor-in-foreign .	0
20576	In 2002 , he seized Bangui for a short period , and in March 2003 took power in a coup d ’ état .	In 2002 , he took Bangui for a short period , and in March 2003 seized power in a coup d’état .	0
20577	Jesse walks in , holding the screwdriver , and pushes Billy onto a control panel .	Billy walks in , holding the screwdriver , and pushes Jesse onto a control panel .	0
20578	Because of the title 's popularity during the eighties , other Mexican independent issues included crossovers with several characters from popular comics of the same period .	Because of the title 's popularity during the eighties , several issues included crossovers with popular characters from other Mexican independent comics of the same period .	0
20579	Jack took it a step further : he combined traditional processes with his father 's new techniques , and for the first time they advertised .	Jack took it a step further : he combined new processes with his father 's traditional techniques , and for the first time they advertised .	0
20580	It blooms between September and October producing brown-yellow-green-red flowers .	It blooms between September and October producing green-yellow-brown-red flowers .	1
